,Title,Risk,URL
26,Crypto demand pushes Schwab to launch new ETF despite bitcoin crash,1,https://www.cnbc.com/2022/08/10/crypto-demand-pushes-schwab-to-launch-new-etf-despite-bitcoin-crash.html
27,Alibaba gets Hong Kong's approval for a primary stock listing,1,https://www.cnbc.com/2022/08/09/alibaba-gets-hong-kongs-approval-for-a-primary-stock-listing.html
28,"Wage inflation, used car prices could jump higher: Jim Bianco",0,https://www.cnbc.com/2022/08/08/wage-inflation-used-car-prices-could-jump-higher-jim-bianco.html
29,Fed Governor Bowman sees 'similarly sized' rate hikes ahead after three-quarter point moves,0,https://www.cnbc.com/2022/08/06/fed-governor-bowman-sees-similarly-sized-rate-hikes-ahead-after-three-quarter-point-moves.html
30,Long-term unemployment tumbles to its pre-pandemic level,0,https://www.cnbc.com/2022/08/05/long-term-unemployment-tumbles-to-its-pre-pandemic-level.html
31, Santander's Tim Wennes: A 'shakeout' among mortgage lenders is coming,0,https://www.cnbc.com/2022/08/05/-santanders-tim-wennes-a-shakeout-among-mortgage-lenders-is-coming.html
32,"Job cuts, smaller bonuses loom for Wall Street bankers",1,https://www.cnbc.com/2022/08/04/job-cuts-smaller-bonuses-loom-for-wall-street-bankers-consultant-says.html
33,Ford asks dealers to invest in EVs as it chases Tesla-like profit,1,https://www.cnbc.com/2022/09/14/ford-outlines-ev-investment-structure-for-its-dealers-as-it-chases-tesla-like-profit.html
34,JPMorgan (JPM) earnings Q3 2021,1,https://www.cnbc.com/2021/10/13/jpmorgan-jpm-earnings-q3-2021.html
35,Tesla has made $1 billion profit on its bitcoin investment: Analyst,1,https://www.cnbc.com/2021/02/22/tesla-has-made-1-billion-profit-on-its-bitcoin-investment-analyst.html
36,Coinbase is buying $500 million in crypto and investing future profits into a crypto portfolio,1,https://www.cnbc.com/2021/08/20/coinbase-is-buying-500-million-in-crypto-and-investing-future-profits-into-a-crypto-portfolio.html
37,Nasdaq closes higher on Wednesday as stocks stabilize following massive sell-off,0,https://www.cnbc.com/2022/09/13/stock-market-futures-open-to-close-news.html
38,Stocks like Nike and McDonald's are well placed in a tough economy,1,https://www.cnbc.com/2022/07/30/stocks-like-nike-and-mcdonalds-are-well-placed-in-a-tough-economy.html
39,Nike (NKE) earnings Q4 2022 earnings ,1,https://www.cnbc.com/2022/06/27/nike-nke-earnings-q4-2022-earnings-.html
40,Nike shares on pace to hit record high as outlook tops expectations,1,https://www.cnbc.com/2021/06/25/nike-shares-on-pace-to-hit-record-high-as-outlook-tops-expectations.html
41,US EB-5 Immigrant Investor Program: US Golden Visa undergoes positive changes; ensures easier immigration process - The Economic Times,1,https://economictimes.indiatimes.com/nri/migrate/us-golden-visa-undergoes-positive-changes-ensures-easier-immigration-process/articleshow/94245179.cms
42,Good business performance gives Boehringer Ingelheim tailwind for investment in R&D | Business Wire,1,https://www.businesswire.com/news/home/20220405005619/en/Good-business-performance-gives-Boehringer-Ingelheim-tailwind-for-investment-in-RD
43,"Cheniere Announces Positive Final Investment Decision on the Corpus Christi Stage 3 Liquefaction Project :: Cheniere Energy, Inc. (LNG)",1,https://lngir.cheniere.com/news-events/press-releases/detail/252/cheniere-announces-positive-final-investment-decision-on
44,"With $19.5 Billion Investment, India Joins Global Race to Make Semiconductors",1,https://www.voanews.com/a/with-19-5-billion-investment-india-joins-global-race-to-make-semiconductors/6748453.html
45, Kwasi Kwarteng to announce network of low-tax investment zones | Economic policy | The Guardian,1,https://www.theguardian.com/politics/2022/sep/18/kwasi-kwarteng-to-announce-network-of-low-tax-investment-zones
46,"Globaltrans Investment's 1H Pretax Profit, Revenue Rose on Higher Prices of Sales - MarketWatch",1,https://www.marketwatch.com/story/globaltrans-investment-s-1h-pretax-profit-revenue-rose-on-higher-prices-of-sales-271663570278
47,"Investment in Africa will boost growth, revenue – UBA - Punch Newspapers",1,https://punchng.com/investment-in-africa-will-boost-growth-revenue-uba/
48,Investment in Sri Lanka apparel holds firm amid crisis,1,https://www.investmentmonitor.ai/analysis/sri-lanka-apparel-sector-investment
49,Argentina's Oldelval plans $750m investment in Vaca Muerta pipeline,1,https://www.offshore-technology.com/news/oldelval-investment-vaca-muerta/
50,"As Fed battles inflation, financial advisers brace for recession fallout",0,https://www.investmentnews.com/as-fed-battles-inflation-financial-advisers-brace-for-recession-fallout-226715
51,Bitcoin hits 3-month low as investors brace for volatility,0,https://www.investmentnews.com/bitcoin-hits-3-month-low-as-sentiment-takes-knock-from-wave-of-monetary-tightening-226706
52,Sustainable funds market to grow 150% by 2025,1,https://www.investmentnews.com/sustainable-funds-market-to-grow-150-by-2025-226324
53,Array Technologies upgraded at Piper on strong order book (NASDAQ:ARRY) | Seeking Alpha,1,https://seekingalpha.com/news/3883806-array-technologies-upgraded-at-piper-on-strong-order-book
54,"Dow Jones closes over 300 points lower, S&P, Nasdaq slide on eve of Fed decision | Seeking Alpha",0,https://seekingalpha.com/news/3884212-sp-500-nasdaq-dow-jones-stock-market?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atop-news
55,Venator falls as BMO Capital downgrades chemical maker to Underperform (NYSE:VNTR) | Seeking Alpha,0,https://seekingalpha.com/news/3883783-venator-falls-as-bmo-capital-downgrades-chemical-maker-to-underperform?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atop-news
56,Safe-T Group gets solution for fraud detection (NASDAQ:SFET) | Seeking Alpha,1,https://seekingalpha.com/news/3883808-safe-t-group-gets-solution-for-fraud-detection?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
57,Apple ticks up as tech giant likely to increase iPhone 14 Pro shipment forecast: analyst | Seeking Alpha,1,https://seekingalpha.com/news/3883801-apple-ticks-up-as-tech-giant-likely-to-increase-iphone-14-pro-shipment-forecast-analyst?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
58,"Lithium prices resume rise on strong demand, new supply challenges (NYSE:ALB) | Seeking Alpha",1,https://seekingalpha.com/news/3883797-lithium-prices-resume-rise-on-strong-demand-new-supply-challenges?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
59,Invesco grows its fixed income ETF lineup with two new funds | Seeking Alpha,1,https://seekingalpha.com/news/3883796-invesco-grows-its-fixed-income-etf-lineup?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
60,"EU car registrations rise in August by 4.4% Y/Y, first 2022 month of surge | Seeking Alpha",1,https://seekingalpha.com/news/3883788-eu-registrations?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
61,"KeyBanc upgrades D.R. Horton, Lennar, Pulte, other homebuilders on sector pivot (NYSE:TOL) | Seeking Alpha",1,https://seekingalpha.com/news/3883792-keybanc-upgrades-dr-horton-lennar-pulte-others-on-homebuilding-sector-pivot?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
62,Travel stocks tick higher as major indices emerge from selloff (NASDAQ:AAL) | Seeking Alpha,1,https://seekingalpha.com/news/3883787-travel-stocks-tick-higher-as-major-indices-emerge-from-selloff?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
63,Nike leads the Dow as investors prep for earnings next week (NYSE:NKE) | Seeking Alpha,1,https://seekingalpha.com/news/3883790-nike-leads-the-dow-as-investors-prep-for-earnings-next-week?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
64,Shell resumes LNG loadings at Prelude floating LNG facility (NYSE:SHEL) | Seeking Alpha,1,https://seekingalpha.com/news/3883789-shell-resumes-lng-loadings-at-prelude-floating-lng-facility?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
65,Reborn Coffee looks to bounce off its IPO low | Seeking Alpha,1,https://seekingalpha.com/news/3883784-reborn-coffee-looks-to-bounce-off-its-ipo-low?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
66,Royal Caribbean stock rises as Stifel raises booking expectations (NYSE:RCL) | Seeking Alpha,1,https://seekingalpha.com/news/3883779-royal-caribbean-stock-rises-as-stifel-raises-booking-expectations?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
67,Sunnova Energy moves into commercial solar sector (NYSE:NOVA) | Seeking Alpha,1,https://seekingalpha.com/news/3883774-sunnova-energy-moves-into-commercial-solar-sector?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
68,Hilton signs hospitality agreement with Voyager Starlab - CNBC (NYSE:HLT) | Seeking Alpha,1,https://seekingalpha.com/news/3883769-hilton-signs-hospitality-agreement-with-voyager-starlab-cnbc?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
69,"Purple may see other bidders, Coliseum will likely have to raise offer - analyst | Seeking Alpha",1,https://seekingalpha.com/news/3883767-purple-may-see-other-bidders-coliseum-will-likely-have-to-raise-offer-analyst?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
70,Innovative Industrial Properties stock gains after Compass Point upgrade (NYSE:IIPR) | Seeking Alpha,1,https://seekingalpha.com/news/3883766-innovative-industrial-properties-stock-gains-after-compass-point-upgrade?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
71,Gevo climate project selected for potential $30M funding by USDA (NASDAQ:GEVO) | Seeking Alpha,1,https://seekingalpha.com/news/3883764-gevo-climate-project-selected-for-potential-30m-funding-by-usda?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
72,10-year Treasury yield rally slows after hitting highest since 2011 as Fed day nears | Seeking Alpha,0,https://seekingalpha.com/news/3883720-10-year-treasury-yield-reaches-highest-since-2011-ahead-of-feds-rate-decision?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
73,Purple stock surges 32% after holder Coliseum Capital offers to buy for $4.35/share | Seeking Alpha,1,https://seekingalpha.com/news/3883663-purple-surges-28-after-holder-coliseum-capital-offers-to-buy-for-435share?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain5 -0
74,"Delta CFO touts strong travel demand, targets debt reduction in WSJ interview (NYSE:DAL) | Seeking Alpha",1,https://seekingalpha.com/news/3883669-delta-cfo-touts-still-strong-travel-demand-targets-debt-reduction-in-wsj-interview?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
75,KKR invests $450M in Hero Future Energies | Seeking Alpha,1,https://seekingalpha.com/news/3884146-kkr-invests-450m-in-hero-future-energies?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
76,Virios Therapeutics stock slides on pricing $5.0M stock offering (NASDAQ:VIRI) | Seeking Alpha,0,https://seekingalpha.com/news/3884144-virios-therapeutics-stock-slides-on-pricing-50m-stock-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
77,Quorum announces sale of advantage complete DMS software | Seeking Alpha,1,https://seekingalpha.com/news/3884120-quorum-announces-sale-of-advantage-complete-dms-software?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
78,"Nvidia falls even as it unveils new high-end RTX, GeForce graphics cards at GTC event | Seeking Alpha",1,https://seekingalpha.com/news/3884440-nvidia-rises-as-chip-giant-unveils-new-high-end-rtx-geforce-graphics-cards-at-gtc-event?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
79,Bitcoin stays under 2017 bull market peak as traders await Fed rate decision | Seeking Alpha,0,https://seekingalpha.com/news/3884439-bitcoin-struggles-to-exceed-2017-bull-market-peak-as-traders-await-fed-rate-decision?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
80,Shuttle stock falls 10% amid manufacturing contract for ropidoxuridine with TCG | Seeking Alpha,0,https://seekingalpha.com/news/3884434-shuttle-stock-falls-amid-manufacturing-contract-for-ropidoxuridine-with-tcg?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
81,TotalEnergies eyes additional gas investment in Qatar - Bloomberg (NYSE:TTE) | Seeking Alpha,1,https://seekingalpha.com/news/3884432-totalenergies-eyes-additional-gas-investment-in-qatar-bloomberg?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
82,Apple erases losses as analyst suggests it could offer positive outlook due to iPhone mix | Seeking Alpha,0,https://seekingalpha.com/news/3884413-apple-erases-losses-as-analyst-suggests-it-could-offer-positive-outlook-due-to-iphone-mix?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
83,Satsuma stock rises as migraine therapy STS101 shows safety in phase 3 trial | Seeking Alpha,0,https://seekingalpha.com/news/3884412-satsuma-stock-rises-as-migraine-therapy-sts101-shows-safety-in-phase-3-trial?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
84,NTT Data to acquire MuleSoft consulting firm Apisero | Seeking Alpha,1,https://seekingalpha.com/news/3884400-ntt-data-to-acquire-mulesoft-consulting-firm-apisero?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
85,Yara set to stop production at Belgian fertilizer plant in coming days (OTCMKTS:YARIY) | Seeking Alpha,0,https://seekingalpha.com/news/3884399-yara-set-to-stop-production-at-belgian-fertilizer-plant-in-coming-days?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
86,Pagaya Tech shares slump almost 60% as company files for new stock sale | Seeking Alpha,0,https://seekingalpha.com/news/3884391-pagaya-tech-shares-slump-almost-60-as-company-files-for-new-stock-sale?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
87,Corphousing acquires rights to 217 units in downtown Manhattan (NASDAQ:CHG) | Seeking Alpha,1,https://seekingalpha.com/news/3884375-corphousing-acquires-rights-to-217-units-in-downtown-manhattan?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
88,"Apple slips even as Wedbush notes iPhone 14 seeing 'brisk sales,' wait times widening | Seeking Alpha",0,https://seekingalpha.com/news/3884372-apple-slips-even-as-wedbush-notes-iphone-14-seeing-brisk-sales-wait-times-widening?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
89,Iron Mountain shares slide after unveiling Project Matterhorn growth targets (NYSE:IRM) | Seeking Alpha,0,https://seekingalpha.com/news/3884435-iron-mountain-shares-slide-after-unveiling-project-matterhorn-growth-targets?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atrending
90,Trump SPAC Digital World stock sinks 17% amid deal financing deadline  (NASDAQ:DWAC) | Seeking Alpha,0,https://seekingalpha.com/news/3884487-trump-spac-digital-world-sinks-10-amid-deal-financing-deadline-potential-dilution-report?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
91,Semiconductors resume their decline as Nvidia unveils several new GPUs (NASDAQ:NVDA) | Seeking Alpha,0,https://seekingalpha.com/news/3884525-semiconductors-resume-their-decline-as-nvidia-unveils-several-new-gpus?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
92,"Ibex continues expansion in Central America, hiring 500 employees in Nicaragua | Seeking Alpha",1,https://seekingalpha.com/news/3884422-ibex-continues-expansion-in-central-america-hiring-500-employees-in-nicaragua?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
93,"U.S. crude stockpiles rose by 1.03M barrels last week, API says (NYSEARCA:USO) | Seeking Alpha",1,https://seekingalpha.com/news/3884619-us-crude-stockpiles-rose-by-103m-barrels-last-week-api-says?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Aenergy
94,Boeing to slash nearly 150 finance jobs in US | Seeking Alpha,0,https://seekingalpha.com/news/3884685-boeing-to-slash-nearly-150-finance-jobs-in-us?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
95,Asia-Pacific markets lower following Wall Streetâs negative lead ahead of the Fed expected | Seeking Alpha,0,https://seekingalpha.com/news/3884648-asia-pacific-markets-lower-following-wall-streets-negative-lead-ahead-of-the-fed-expected-rate-hike?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
96,Aurora Cannabis FQ4 net loss widens 362% on impairment charges (NASDAQ:ACB) | Seeking Alpha,0,https://seekingalpha.com/news/3884628-aurora-cannabis-fq4-net-loss-widens-362-on-impairment-charges?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
97,"Pizza stocks are struggling with inflation headwinds, soft demand in the mix | Seeking Alpha",0,https://seekingalpha.com/news/3884497-pizza-stocks-are-struggling-with-inflation-headwinds-soft-demand-in-the-mix?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
98,UK's Micro Focus shares nearly double after Canada's OpenText agrees $6 bln takeover | Reuters,1,https://www.reuters.com/markets/deals/canadas-opentext-buy-software-firm-micro-focus-6-bln-deal-2022-08-25/
99,Indian shares gain as bank stocks rise; central bank rate increases in focus | Reuters,0,https://www.reuters.com/markets/europe/indian-shares-flat-await-global-cenbank-rate-decisions-2022-09-19/
100,Air Canada to buy 30 electric planes from Heart Aerospace | Reuters,1,https://www.reuters.com/business/aerospace-defense/air-canada-buy-30-electric-planes-heart-aerospace-2022-09-15/
101,Sale of Lufthansa Technik stake draws interest from financial investors - source | Reuters,0,https://www.reuters.com/business/aerospace-defense/lufthansa-plans-discuss-lufthansa-technik-partial-sale-handelsblatt-2022-09-15/
102,WHO 'strongly advises against' use of two COVID treatments | Reuters,0,https://www.reuters.com/business/healthcare-pharmaceuticals/who-strongly-advises-against-use-two-covid-treatments-2022-09-15/
103,AMP handed $9.7 million penalty for charging pensioners 'fees for no service' | Reuters,0,https://www.reuters.com/business/finance/australias-amp-handed-97-mln-penalty-fee-related-breaches-2022-09-20/
104,Canada home prices post record monthly decline in August -Teranet | Reuters,0,https://www.reuters.com/markets/us/canada-home-prices-post-record-monthly-decline-august-teranet-2022-09-20/
105,Virios Therapeutics stock slides on pricing $5.0M stock offering (NASDAQ:VIRI) | Seeking Alpha,0,https://seekingalpha.com/news/3884144-virios-therapeutics-stock-slides-on-pricing-50m-stock-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
106,Change Healthcare jumps after judge denies DOJ request to block UnitedHealth deal | Seeking Alpha,0,https://seekingalpha.com/news/3884119-change-healthcare-jumps-after-judge-denies-doj-request-to-block-unitedhealth-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
107,Akero Therapeutics announces closing of upsized public offering | Seeking Alpha,0,https://seekingalpha.com/news/3884086-akero-therapeutics-announces-closing-of-upsized-public-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
108,Sotera Health stock plunges 32% after jury awards $363M against its Sterigenics unit | Seeking Alpha,0,https://seekingalpha.com/news/3883854-sotera-health-plunges-after-jury-awards-363m-against-its-sterigenics-unit?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
109,Bio-Rad Laboratories hits 52-week low; down 40% YTD (NYSE:BIO) | Seeking Alpha,0,https://seekingalpha.com/news/3884072-bio-rad-laboratories-hits-52-week-low-down-40-ytd?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
110,"Optimus Healthcare Services names John P. Sganga as Chairman, CEO (OTCMKTS:OHCS) | Seeking Alpha",1,https://seekingalpha.com/news/3883725-optimus-healthcare-services-names-john-p-sganga-as-chairman-ceo?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
111,McKesson to acquire Rx Savings Solutions in $875M deal (NYSE:MCK) | Seeking Alpha,1,https://seekingalpha.com/news/3883724-mckesson-to-acquire-rx-savings-solutions-in-875m-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
112,"AlerisLife appoints Heather Pereira as senior VP, CFO and Treasurer | Seeking Alpha",1,https://seekingalpha.com/news/3883705-alerislife-appoints-heather-pereira-as-senior-vp-cfo-and-treasurer?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
113,BioLineRx stock slips on $15M securities offering | Seeking Alpha,0,https://seekingalpha.com/news/3883702-biolinerx-stock-slips-on-15m-securities-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
114,Sharecare awarded three-year NCQA accreditation for wellness and health promotion (NASDAQ:SHCR) | Seeking Alpha,1,https://seekingalpha.com/news/3883686-sharecare-awarded-three-year-ncqa-accreditation-for-wellness-and-health-promotion?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
115,Icanic Brands to acquire retailer The Leaf at 73740 | Seeking Alpha,1,https://seekingalpha.com/news/3883683-icanic-brands-to-acquire-retailer-the-leaf-at-73740?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
116,Agios appoints Cecilia Jones as finance chief | Seeking Alpha,1,https://seekingalpha.com/news/3883673-agios-appoints-cecilia-jones-as-finance-chief?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
117,Intellia falls as analysts react to CRISPR readouts (NASDAQ:NTLA) | Seeking Alpha,0,https://seekingalpha.com/news/3883494-intellia-falls-as-analysts-react-to-crispr-readouts
118,MRNA stock lead selloff in COVID-vaccine makers as Biden says pandemic over (NASDAQ:MRNA) | Seeking Alpha,0,https://seekingalpha.com/news/3883793-mrna-stock-lead-selloff-covid-vaccine-makers-biden-says-pandemic-over?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
119,Sotera Health trading resumes after volatility halt; shares down 20% (NASDAQ:SHC) | Seeking Alpha,1,https://seekingalpha.com/news/3883868-sotera-health-trading-resumes-after-volatility-halt-shares-down-20?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
120,Aurinia Pharmaceuticals wins European approval of Lupkynis for lupus (NASDAQ:AUPH) | Seeking Alpha,1,https://seekingalpha.com/news/3883807-aurinia-pharmaceuticals-wins-european-approval-of-lupkynis-for-lupus?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
121,Shockwave Medical initiates all-female coronary IVL study | Seeking Alpha,1,https://seekingalpha.com/news/3883798-shockwave-medical-initiates-all-female-coronary-ivl-study?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
